standard_code,raw_title,canonical_title_expanded,standard_kind,old_canonical_product,new_canonical_product,product_subtype,primary_subject,material,application,function,applies_to_product_families,confidence,evidence,resolution_status,review_required,notes
IS 4972: 1968,RESISTANCE SPOT – WELDING ELECTRODES,,product_standard,,electrode,,RESISTANCE SPOT – WELDING ELECTRODES,aluminium,,,welding,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 4990: 1993,PLYWOOD FOR CONCRETE SHUTTERING WORK,,product_standard,,board,plywood,plywood,timber,,,wood_board,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 4992: 1975,DOOR HANDLES FOR MORTICE LOCKS,,product_standard,,door,,DOOR HANDLES FOR MORTICE LOCKS,steel,door and window construction,,door_window,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 4996: 1984,REINFORCED CONCRETE FENCE POSTS,,product_standard,,reinforced_concrete_fence_posts,,REINFORCED CONCRETE FENCE POSTS,concrete,,,,high,"{""canonical_product"": [""title""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,source_grounded_fallback_requires_review
IS 513: 1994,COLD ROLLED LOW CARBON STEEL,COLD ROLLED LOW CARBON STEEL SHEETS AND STRIPS,material_standard,,steel_sheet,,COLD ROLLED LOW CARBON STEEL SHEETS AND STRIPS,steel,,,steel,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5219: 1969,CAST COPPER ALLOYS TRAPS,CAST COPPER ALLOYS TRAPS PART 1 P AND S TRAPS,product_standard,,sink,,CAST COPPER ALLOYS TRAPS PART 1 P AND S TRAPS,,,,sanitary_fixture,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 5246: 2000,CONIFEROUS LOGS,,material_standard,,timber,,CONIFEROUS LOGS,timber,,,timber,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""scope"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5317: 2002,BITUMEN MASTIC FOR  BRIDGE,BITUMEN MASTIC FOR BRIDGE DECKING AND ROADS,material_standard,,aggregate,,BITUMEN MASTIC FOR BRIDGE DECKING AND ROADS,bitumen,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 5384: 1985,ALUMINIUM   I–BEAM,,material_standard,,rod,,ALUMINIUM I–BEAM,aluminium,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 5437: 1994,"FIGURED, ROLLED AND WIRED GLASS",,product_standard,,glass,,"FIGURED, ROLLED AND WIRED GLASS",steel,door and window construction,,glass,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5455: 1969,CAST IRON STEPS FOR MANHOLES,,product_standard,,nut,,CAST IRON STEPS FOR MANHOLES,cast iron,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 5509: 2000,FIRE RETARDANT PLYWOOD,,product_standard,,board,plywood,plywood,timber,,,wood_board,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 5511: 1991,COVERED ELECTRODES FOR MANUAL METAL,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,product_standard,,electrode,,COVERED ELECTRODES FOR MANUAL METAL ARC WELDING OF CAST IRON,cast iron,,,welding,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5539: 1969,PRESERVATIVE TREATED PLYWOOD,"PRESERVATIVE TREATED PLYWOOD 1. Scope – Treatment of plywood for protection against fungi, termites and other insects and marine borers and requiremments of preservatives treated",other,,board,plywood,plywood,timber,roofing,,wood_board,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 5751: 1984,PRECAST  CONCRETE COPING BLOCKS,,material_standard,,block,,PRECAST CONCRETE COPING BLOCKS,concrete,,,masonry_unit,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5758: 1984,PRECAST CONCRETE KERBS,,product_standard,,channel,,PRECAST CONCRETE KERBS,concrete,,,precast_concrete,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5779: 1986,BURNT CLAY SOLING BRICKS,,product_standard,,brick,,BURNT CLAY SOLING BRICKS,clay,,,masonry_unit,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5820: 1970,PRECAST CONCRETE CABLE COVERS,"PRECAST CONCRETE CABLE COVERS Note 1 — L,W= Length, Width. T",product_standard,,w_length_width_t,,"PRECAST CONCRETE CABLE COVERS Note 1 — L,W= Length, Width. T",concrete,,,,high,"{""canonical_product"": [""title""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,source_grounded_fallback_requires_review
IS 5871: 1987,BITUMEN MASTIC FOR,BITUMEN MASTIC FOR TANKING AND DAMP–PROOFING,material_standard,,aggregate,,BITUMEN MASTIC FOR TANKING AND DAMP–PROOFING,bitumen,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 5897: 1985,ALUMINIUM AND ALUMINIUM ALLOY WELDING,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,product_standard,,rod,,ALUMINIUM AND ALUMINIUM ALLOY WELDING RODS AND WIRES AND MAGNESIUM ALLOY WELDING RODS,aluminium,,,coating; welding,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5898: 1970,COPPER AND COPPER ALLOY BARE SOLID,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,product_standard,,rod,,COPPER AND COPPER ALLOY BARE SOLID WELDING RODS AND ELECTRODES,steel,,,coating; welding,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5899: 1970,BATH ROOM LATCHES,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2.",material_standard,,latch,,"BATH ROOM LATCHES 1. Scope – Requirements for material, size and finish of bathroom latches. 2",cast iron,,,hardware,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5930: 1970,MORTICE LATCH,,product_standard,,latch,,MORTICE LATCH,steel,door and window construction,,door_window; hardware,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 5961: 1970,CAST IRON GRATING FOR DRAINAGE PURPOSES,CAST IRON GRATING FOR DRAINAGE PURPOSES the frame ± 2 mm. Note — For detailed dimensions see Fig. 1 of the standard.,product_standard,,coating,,CAST IRON GRATING FOR DRAINAGE PURPOSES the frame ± 2 mm. Note — For detailed dimensions see Fig. 1 of the standard,cast iron,sewerage,,,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 6003: 1983,INDENTED WIRE FOR PRESTRESSED CONCRETE,,product_standard,,pipe_fitting,,INDENTED WIRE FOR PRESTRESSED CONCRETE,steel,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 6006: 1983,UNCOATED STRESS RELIEVED STRAND FOR,UNCOATED STRESS RELIEVED STRAND FOR PRESTRESSED CONCRETE,material_standard,,relieved_strand_prestressed_concrete,,UNCOATED STRESS RELIEVED STRAND FOR PRESTRESSED CONCRETE,steel,,,,high,"{""canonical_product"": [""title""], ""material"": [""scope"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,source_grounded_fallback_requires_review
IS 6056: 1970,JOINTED WOOD POLES FOR  OVERHEAD,JOINTED WOOD POLES FOR OVERHEAD POWER TELECOMMUNICATION LINES TABLE 1 DIMENSION OF THE JOINTED WOOD POLES Overall Groundline,material_standard,,timber,,JOINTED WOOD POLES FOR OVERHEAD POWER TELECOMMUNICATION LINES TABLE 1 DIMENSION OF THE JOINTED WOOD POLES Overall Groundline,timber,,,timber,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6072: 1971,AUTOCLAVED REINFORCED CELLULAR,"AUTOCLAVED REINFORCED CELLULAR CONCRETE WALL SLABS 5.2Tolerances — For 500 mm and below, ± 2 mm over 500 mm, ± 5 mm. Note — For form tolerances for wall slabs, refer to Table 1 of",product_standard,,cement,,"AUTOCLAVED REINFORCED CELLULAR CONCRETE WALL SLABS 5.2Tolerances — For 500 mm and below, ± 2 mm over 500 mm, ± 5 mm. Note — For form tolerances for wall slabs, refer to Table 1 of",aluminium,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 6073: 1971,AUTOCLAVED REINFORCED CELLULAR,"AUTOCLAVED REINFORCED CELLULAR CONCRETE FLOOR AND ROOF SLABS 5.2Tolerances — For 500 mm and below, ± 2 mm over 500 mm, ± 5 mm. Note — For form tolerances for wall slabs, refer to",product_standard,,cement,,"AUTOCLAVED REINFORCED CELLULAR CONCRETE FLOOR AND ROOF SLABS 5.2Tolerances — For 500 mm and below, ± 2 mm over 500 mm, ± 5 mm. Note — For form tolerances for wall slabs, refer to",aluminium,roofing,,,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 6165: 1992,DIMENSIONS FOR SPECIAL SHAPES OF CLAY,DIMENSIONS FOR SPECIAL SHAPES OF CLAY BRICKS,product_standard,,brick,,DIMENSIONS FOR SPECIAL SHAPES OF CLAY BRICKS,clay,,,masonry_unit,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6198: 1992,"LEDGED, BRACED AND BATTENED TIMBER DOOR","LEDGED, BRACED AND BATTENED TIMBER DOOR SHUTTERS",material_standard,,door,,"LEDGED, BRACED AND BATTENED TIMBER DOOR SHUTTERS",timber,door and window construction,,door_window; timber,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6248: 1979,METAL ROLLING SHUTTERS AND ROLLING,METAL ROLLING SHUTTERS AND ROLLING GRILLS,product_standard,,door,,METAL ROLLING SHUTTERS AND ROLLING GRILLS,steel,,,door_window,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6307: 1985,RIGID PVC SHEETS,,product_standard,,rigid_pvc_sheets,,RIGID PVC SHEETS,PVC,,,,high,"{""canonical_product"": [""title""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,source_grounded_fallback_requires_review
IS 6315: 1992,FLOOR SPRINGS (HYDRAULICALLY  REGULATED),FLOOR SPRINGS (HYDRAULICALLY REGULATED) FOR HEAVY DOORS,other,,door,,FLOOR SPRINGS (HYDRAULICALLY REGULATED) FOR HEAVY DOORS,cast iron,flooring,,door_window,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6318: 1971,PLASTIC WINDOW STAYS AND FASTENERS,PLASTIC WINDOW STAYS AND FASTENERS 1. Scope – Lays down performance and functional requirements of window stays made of polypropylene and fasteners (handles) made of nylon.,product_standard,,fastener,,PLASTIC WINDOW STAYS AND FASTENERS 1. Scope – Lays down performance and functional requirements of window stays made of polypropylene and fasteners (handles) made of nylon,,door and window construction,,door_window; fastener,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6343: 1982,DOOR CLOSERS (PNEUMATICALLY REGULATED),DOOR CLOSERS (PNEUMATICALLY REGULATED) FOR LIGHT DOORS WEIGHING UPTO 40 KG,product_standard,,door,,DOOR CLOSERS (PNEUMATICALLY REGULATED) FOR LIGHT DOORS WEIGHING UPTO 40 KG,cast iron,door and window construction,,door_window,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 638: 1979,SHEET RUBBER JOINTING AND RUBBER,SHEET RUBBER JOINTING AND RUBBER INSERTION JOINTING,product_standard,,pipe_fitting,,SHEET RUBBER JOINTING AND RUBBER INSERTION JOINTING,rubber,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 6418: 1971,CAST IRON AND MALLEABLE CAST IRON,CAST IRON AND MALLEABLE CAST IRON FLANGES FOR GENERAL ENGINEERING PURPOSES 1.2. Type of gasket and gasket materials are not covered in the standard and shall be subject to agreement between the manufacturer and the purchaser.,material_standard,,bolt,,CAST IRON AND MALLEABLE CAST IRON FLANGES FOR GENERAL ENGINEERING PURPOSES 1.2. Type of gasket and gasket materials are not covered in the standard and shall be subject to agreement between the manufacturer and the purchaser,cast iron,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 6445: 1985,ALUMINIUM TEE - SECTIONS,,material_standard,,pipe_fitting,tee,tee,aluminium,,,pipe_water_drainage,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""title"", ""scope"", ""full_text_summary_heading""]}",RESOLVED_PRODUCT,False,
IS 6523: 1983,PRECAST REINFORCED CONCRETE DOOR,PRECAST REINFORCED CONCRETE DOOR AND WINDOW FRAMES,product_standard,,door,,PRECAST REINFORCED CONCRETE DOOR AND WINDOW FRAMES,steel,door and window construction,,door_window,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 6538: 1971,THREE-PIN PLUGS MADE OF RESILIENTMATERIAL,,material_standard,,plug_socket,,THREE-PIN PLUGS MADE OF RESILIENTMATERIAL,steel,thermal insulation,,electrical; pipe_water_drainage,high,"{""application"": [""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6560: 1996,MOLYBDENUM AND CHROMIUM-MOLYBDENUM,MOLYBDENUM AND CHROMIUM-MOLYBDENUM LOW ALLOY STEEL WELDING RODS AND BARE ELECTRODES FOR GAS SHIELDED ARC WELDING,material_standard,,rod,,MOLYBDENUM AND CHROMIUM-MOLYBDENUM LOW ALLOY STEEL WELDING RODS AND BARE ELECTRODES FOR GAS SHIELDED ARC WELDING,steel,,,coating; welding,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6579: 1981,COARSE AGGREGATE FOR WATER BOUND,COARSE AGGREGATE FOR WATER BOUND MACADAM,other,,aggregate,,COARSE AGGREGATE FOR WATER BOUND MACADAM,clay,,,concrete_material,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6607: 1972,REBATED MORTICE LOCKS (VERTICAL TYPE),,product_standard,,door,,REBATED MORTICE LOCKS (VERTICAL TYPE),steel,,,door_window,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 6733: 1972,WALL AND ROOFING NAILS,,product_standard,,pipe_fitting,,WALL AND ROOFING NAILS,,roofing,roofing,,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""canonical_product"": [""full_text_repeated_terms""], ""function"": [""title"", ""scope"", ""full_text_summary_heading""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 694: 1990,PVC INSULATED CABLE FOR WORKING VOLTAGES,PVC INSULATED CABLE FOR WORKING VOLTAGES UP TO AND INCLUDING 1100 VOLTS,product_standard,,pipe_fitting,bend,bend,PVC,door and window construction,,door_window; pipe_water_drainage,high,"{""application"": [""scope"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""], ""product_subtype"": [""scope""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 702: 1988,INDUSTRIAL BITUMEN,,product_standard,,industrial_bitumen,,INDUSTRIAL BITUMEN,bitumen,,,,high,"{""canonical_product"": [""title""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,source_grounded_fallback_requires_review
IS 7098 (Part 1): 1988,CROSSLINKED POLYETHYLENE,CROSSLINKED POLYETHYLENE INSULATED THERMOPLASTIC SHEATHED CABLES PART-1 FOR WORKING VOLTAGES UP TO AND INCLUDING 1 100 VOLTS,product_standard,,thermal_insulation,,CROSSLINKED POLYETHYLENE INSULATED THERMOPLASTIC SHEATHED CABLES PART-1 FOR WORKING VOLTAGES UP TO AND INCLUDING 1 100 VOLTS,PVC,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""scope"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 712: 1984,BUILDING LIMES,,product_standard,,building_limes,,BUILDING LIMES,concrete,,,,high,"{""canonical_product"": [""title""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,source_grounded_fallback_requires_review
IS 7193: 1974,GLASS FIBRE BASE BITUMEN FELTS,,product_standard,,glass,,GLASS FIBRE BASE BITUMEN FELTS,bitumen,waterproofing,waterproofing,glass; waterproofing,high,"{""application"": [""scope"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""function"": [""scope""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 7196: 1974,HOLD FAST,HOLD FAST . 1. Scope — Requirements for mild steel hold fasts for use with wooden doors and window frames.,material_standard,,door,,HOLD FAST . 1. Scope — Requirements for mild steel hold fasts for use with wooden doors and window frames,steel,door and window construction,,door_window,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
IS 7197: 1974,DOUBLE ACTION  FLOOR SPRINGS,,product_standard,,door,,DOUBLE ACTION FLOOR SPRINGS,cast iron,flooring,,door_window,high,"{""application"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""scope"", ""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 7226: 1974,"COLD–ROLLED MEDIUM, HIGH CARBON AND LOW","COLD–ROLLED MEDIUM, HIGH CARBON AND LOW ALLOY STEEL STRIP FOR GENERAL ENGINEERING PURPOSES For detailed information, refer to IS 7226 : 1974 Specification for cold-rolled medium, high carbon and low alloy steel strip for general engineering purposes.",material_standard,,steel_strip,,"COLD–ROLLED MEDIUM, HIGH CARBON AND LOW ALLOY STEEL STRIP FOR GENERAL ENGINEERING PURPOSES For detailed information, refer to IS 7226 : 1974 Specification for cold-rolled medium, high carbon and low alloy steel strip for general engineering",steel,,,steel,high,"{""applies_to_product_families"": [""title"", ""scope""], ""canonical_product"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""material"": [""title"", ""scope"", ""full_text_summary_heading"", ""full_text_repeated_terms""], ""primary_subject"": [""title""]}",RESOLVED_PRODUCT,False,
IS 7231: 1994,PLASTIC FLUSHING CISTERNS FOR WATER,PLASTIC FLUSHING CISTERNS FOR WATER CLOSETS AND URINALS,product_standard,,pipe,,PLASTIC FLUSHING CISTERNS FOR WATER CLOSETS AND URINALS,HDPE,,,,high,"{""canonical_product"": [""full_text_repeated_terms""], ""material"": [""full_text_repeated_terms""], ""primary_subject"": [""title""]}",REVIEW_REQUIRED,True,low_confidence_metadata
