query_id,query,positive_standard,positive_title,product,description,style,specificity,source_fields,hard_negative_codes,review_status,review_notes
fcq_is_10124_part_8_1988_01,Need the Indian Standard covering FABRICATED PVC FITTING FOR POTABLE WATER SUPPLIES PART 8 SPECIFIC REQUIREMENTS FOR 90O BENDS.,IS 10124 (Part 8): 1988,FABRICATED PVC FITTING FOR POTABLE WATER SUPPLIES PART 8 SPECIFIC REQUIREMENTS FOR 90O BENDS.,pipe fitting,FABRICATED PVC FITTING FOR POTABLE WATER SUPPLIES PART 8 SPECIFIC REQUIREMENTS FOR 90O BENDS.,natural_language,specific,title,IS 10124 (Part 10): 1988;IS 10124 (Part 11): 1988;IS 8008 (Part 1): 2003;IS 2556 (Part 2): 1994,generated_from_metadata,
fcq_is_10124_part_9_1988_01,Need the Indian Standard covering FABRICATED PVC FITTING FOR POTABLE WATER SUPPLIES PART 9 SPECIFIC REQUIREMENTS FOR 60O BENDS.,IS 10124 (Part 9): 1988,FABRICATED PVC FITTING FOR POTABLE WATER SUPPLIES PART 9 SPECIFIC REQUIREMENTS FOR 60O BENDS.,pipe fitting,FABRICATED PVC FITTING FOR POTABLE WATER SUPPLIES PART 9 SPECIFIC REQUIREMENTS FOR 60O BENDS.,natural_language,specific,title,IS 10124 (Part 10): 1988;IS 10124 (Part 11): 1988;IS 8008 (Part 1): 2003;IS 2556 (Part 2): 1994,generated_from_metadata,
fcq_is_1019_1974_01,RIM LATCHES standard,IS 1019: 1974,RIM LATCHES,latch,RIM LATCHES,product_only,specific,primary_subject,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_1019_1974_02,steel latch,IS 1019: 1974,RIM LATCHES,latch,steel construction or composition,product_material,specific,canonical_product;material,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_1019_1974_03,latch for door and window construction,IS 1019: 1974,RIM LATCHES,latch,for door and window construction,product_application,specific,canonical_product;application,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_1019_1974_04,steel latch for door and window construction,IS 1019: 1974,RIM LATCHES,latch,steel product for door and window construction,material_application,specific,canonical_product;material;application,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_1019_1974_05,Supply latch meeting Indian Standard requirements for door and window construction; steel,IS 1019: 1974,RIM LATCHES,latch,door and window construction; steel,tender_sentence,specific,canonical_product;application;material,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_1019_1974_06,Need the Indian Standard covering RIM LATCHES,IS 1019: 1974,RIM LATCHES,latch,RIM LATCHES,natural_language,specific,title,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_1019_1974_07,"latch, door and window construction",IS 1019: 1974,RIM LATCHES,latch,door and window construction,boq_short,general_but_sufficient,canonical_product;application,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_1019_1974_08,latches for door and window construction,IS 1019: 1974,RIM LATCHES,latches,door and window construction,alias,general_but_sufficient,product_aliases;application,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_1019_1974_09,rim latch for door and window construction,IS 1019: 1974,RIM LATCHES,rim latch,door and window construction,alias,general_but_sufficient,product_aliases;application,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_1019_1974_10,rim latches for door and window construction,IS 1019: 1974,RIM LATCHES,rim latches,door and window construction,alias,general_but_sufficient,product_aliases;application,IS 3847: 1992;IS 1341: 1992;IS 4351: 2003;IS 10090: 1982,generated_from_metadata,
fcq_is_10238_2001_01,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES standard,IS 10238: 2001,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,bolt,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,product_only,specific,primary_subject,IS 6639: 1972;IS 12427: 2001;IS 14241: 1995;IS 2372: 2004,generated_from_metadata,
fcq_is_10238_2001_02,bolt required to structural fastening,IS 10238: 2001,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,bolt,required to structural fastening,product_function,specific,canonical_product;function,IS 6639: 1972;IS 12427: 2001;IS 14241: 1995;IS 2372: 2004,generated_from_metadata,
fcq_is_10238_2001_03,steel bolt,IS 10238: 2001,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,bolt,steel construction or composition,product_material,specific,canonical_product;material,IS 6639: 1972;IS 12427: 2001;IS 14241: 1995;IS 2372: 2004,generated_from_metadata,
fcq_is_10238_2001_04,Supply bolt meeting Indian Standard requirements for structural fastening; steel,IS 10238: 2001,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,bolt,structural fastening; steel,tender_sentence,specific,canonical_product;function;material,IS 6639: 1972;IS 12427: 2001;IS 14241: 1995;IS 2372: 2004,generated_from_metadata,
fcq_is_10238_2001_05,Need the Indian Standard covering FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,IS 10238: 2001,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,bolt,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,natural_language,specific,title,IS 6639: 1972;IS 12427: 2001;IS 14241: 1995;IS 2372: 2004,generated_from_metadata,
fcq_is_10238_2001_06,bolts for steel,IS 10238: 2001,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,bolts,steel,alias,general_but_sufficient,product_aliases;material,IS 6639: 1972;IS 12427: 2001;IS 14241: 1995;IS 2372: 2004,generated_from_metadata,
fcq_is_10238_2001_07,hexagon head bolt for steel,IS 10238: 2001,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,hexagon head bolt,steel,alias,general_but_sufficient,product_aliases;material,IS 6639: 1972;IS 12427: 2001;IS 14241: 1995;IS 2372: 2004,generated_from_metadata,
fcq_is_10238_2001_08,structural bolt for steel,IS 10238: 2001,FASTENERS – THREADED STEEL FASTENERS – STEP BOLT FOR STEEL STRUCTURES,structural bolt,steel,alias,general_but_sufficient,product_aliases;material,IS 6639: 1972;IS 12427: 2001;IS 14241: 1995;IS 2372: 2004,generated_from_metadata,
fcq_is_10292_1988_01,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING standard,IS 10292: 1988,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,cement,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,product_only,specific,primary_subject,IS 3466: 1988;IS 6452: 1989;IS 12988: 1991;IS 14333: 1996,generated_from_metadata,
fcq_is_10292_1988_02,cast iron cement,IS 10292: 1988,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,cement,cast iron construction or composition,product_material,specific,canonical_product;material,IS 3466: 1988;IS 6452: 1989;IS 12988: 1991;IS 14333: 1996,generated_from_metadata,
fcq_is_10292_1988_03,Supply cement meeting Indian Standard requirements for cast iron,IS 10292: 1988,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,cement,cast iron,tender_sentence,specific,canonical_product;material,IS 3466: 1988;IS 6452: 1989;IS 12988: 1991;IS 14333: 1996,generated_from_metadata,
fcq_is_10292_1988_04,Need the Indian Standard covering DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,IS 10292: 1988,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,cement,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,natural_language,specific,title,IS 3466: 1988;IS 6452: 1989;IS 12988: 1991;IS 14333: 1996,generated_from_metadata,
fcq_is_10292_1988_05,lime pozzolana mixture for cast iron,IS 10292: 1988,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,lime pozzolana mixture,cast iron,alias,general_but_sufficient,product_aliases;material,IS 3466: 1988;IS 6452: 1989;IS 12988: 1991;IS 14333: 1996,generated_from_metadata,
fcq_is_10292_1988_06,lime-pozzolana concrete for cast iron,IS 10292: 1988,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,lime-pozzolana concrete,cast iron,alias,general_but_sufficient,product_aliases;material,IS 3466: 1988;IS 6452: 1989;IS 12988: 1991;IS 14333: 1996,generated_from_metadata,
fcq_is_10292_1988_07,masonry cement for cast iron,IS 10292: 1988,DIMENSIONAL REQUIREMENTS FOR RUBBER SEALING RINGS FOR C I D. JOINTS IN ASBESTOS CEMENT PIPING,masonry cement,cast iron,alias,general_but_sufficient,product_aliases;material,IS 3466: 1988;IS 6452: 1989;IS 12988: 1991;IS 14333: 1996,generated_from_metadata,
fcq_is_1038_1983_01,"STEEL DOOR, WINDOWS AND VENTILATORS standard",IS 1038: 1983,"STEEL DOOR, WINDOWS AND VENTILATORS",window,"STEEL DOOR, WINDOWS AND VENTILATORS",product_only,specific,primary_subject,IS 1948: 1961;IS 9131: 1979;IS 1019: 1974;IS 702: 1988,generated_from_metadata,
fcq_is_1038_1983_02,steel window,IS 1038: 1983,"STEEL DOOR, WINDOWS AND VENTILATORS",window,steel construction or composition,product_material,specific,canonical_product;material,IS 1948: 1961;IS 9131: 1979;IS 1019: 1974;IS 702: 1988,generated_from_metadata,
fcq_is_1038_1983_03,steel window for door and window construction,IS 1038: 1983,"STEEL DOOR, WINDOWS AND VENTILATORS",window,steel product for door and window construction,material_application,specific,canonical_product;material;application,IS 1948: 1961;IS 9131: 1979;IS 1019: 1974;IS 702: 1988,generated_from_metadata,
fcq_is_1038_1983_04,Supply window meeting Indian Standard requirements for door and window construction; steel,IS 1038: 1983,"STEEL DOOR, WINDOWS AND VENTILATORS",window,door and window construction; steel,tender_sentence,specific,canonical_product;application;material,IS 1948: 1961;IS 9131: 1979;IS 1019: 1974;IS 702: 1988,generated_from_metadata,
fcq_is_1038_1983_05,"Need the Indian Standard covering STEEL DOOR, WINDOWS AND VENTILATORS",IS 1038: 1983,"STEEL DOOR, WINDOWS AND VENTILATORS",window,"STEEL DOOR, WINDOWS AND VENTILATORS",natural_language,specific,title,IS 1948: 1961;IS 9131: 1979;IS 1019: 1974;IS 702: 1988,generated_from_metadata,
fcq_is_10394_1982_01,WOODEN SLEEPERS FOR RAILWAY TRACK standard,IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,timber,WOODEN SLEEPERS FOR RAILWAY TRACK,product_only,specific,primary_subject,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10394_1982_02,steel timber,IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,timber,steel construction or composition,product_material,specific,canonical_product;material,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10394_1982_03,timber for railway track,IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,timber,for railway track,product_application,specific,canonical_product;application,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10394_1982_04,steel timber for railway track,IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,timber,steel product for railway track,material_application,specific,canonical_product;material;application,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10394_1982_05,Supply timber meeting Indian Standard requirements for railway track; steel,IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,timber,railway track; steel,tender_sentence,specific,canonical_product;application;material,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10394_1982_06,Need the Indian Standard covering WOODEN SLEEPERS FOR RAILWAY TRACK,IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,timber,WOODEN SLEEPERS FOR RAILWAY TRACK,natural_language,specific,title,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10394_1982_07,"timber, railway track",IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,timber,railway track,boq_short,general_but_sufficient,canonical_product;application,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10394_1982_08,sawn timber for railway track,IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,sawn timber,railway track,alias,general_but_sufficient,product_aliases;application,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10394_1982_09,timbers for railway track,IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,timbers,railway track,alias,general_but_sufficient,product_aliases;application,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10394_1982_10,wooden sleeper for railway track,IS 10394: 1982,WOODEN SLEEPERS FOR RAILWAY TRACK,wooden sleeper,railway track,alias,general_but_sufficient,product_aliases;application,IS 3337: 1978;IS 2372: 2004;IS 2548 (Part 2): 1996;IS 212: 1983,generated_from_metadata,
fcq_is_10451_1983_01,STEEL SLIDING SHUTTERS standard,IS 10451: 1983,STEEL SLIDING SHUTTERS,door,STEEL SLIDING SHUTTERS,product_only,specific,primary_subject,IS 4962: 1968;IS 6198: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10451_1983_02,steel door,IS 10451: 1983,STEEL SLIDING SHUTTERS,door,steel construction or composition,product_material,specific,canonical_product;material,IS 4962: 1968;IS 6198: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10451_1983_03,Supply door meeting Indian Standard requirements for steel,IS 10451: 1983,STEEL SLIDING SHUTTERS,door,steel,tender_sentence,specific,canonical_product;material,IS 4962: 1968;IS 6198: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10451_1983_04,Need the Indian Standard covering STEEL SLIDING SHUTTERS,IS 10451: 1983,STEEL SLIDING SHUTTERS,door,STEEL SLIDING SHUTTERS,natural_language,specific,title,IS 4962: 1968;IS 6198: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10451_1983_05,door frame for steel,IS 10451: 1983,STEEL SLIDING SHUTTERS,door frame,steel,alias,general_but_sufficient,product_aliases;material,IS 4962: 1968;IS 6198: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10451_1983_06,door frames for steel,IS 10451: 1983,STEEL SLIDING SHUTTERS,door frames,steel,alias,general_but_sufficient,product_aliases;material,IS 4962: 1968;IS 6198: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10451_1983_07,doors for steel,IS 10451: 1983,STEEL SLIDING SHUTTERS,doors,steel,alias,general_but_sufficient,product_aliases;material,IS 4962: 1968;IS 6198: 1992;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10521_1983_01,"COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates standard",IS 10521: 1983,"COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates.",gate,"COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates",product_only,specific,primary_subject,IS 12817: 1997;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10521_1983_02,steel gate,IS 10521: 1983,"COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates.",gate,steel construction or composition,product_material,specific,canonical_product;material,IS 12817: 1997;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10521_1983_03,Supply gate meeting Indian Standard requirements for steel,IS 10521: 1983,"COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates.",gate,steel,tender_sentence,specific,canonical_product;material,IS 12817: 1997;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10521_1983_04,"Need the Indian Standard covering COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates.",IS 10521: 1983,"COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates.",gate,"COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates.",natural_language,specific,title,IS 12817: 1997;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10521_1983_05,collapsible gate for steel,IS 10521: 1983,"COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates.",collapsible gate,steel,alias,general_but_sufficient,product_aliases;material,IS 12817: 1997;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10521_1983_06,gates for steel,IS 10521: 1983,"COLLAPSIBLE GATES 1. Scope – Requirements regarding materials, fabrication and finish of different types of collapsible gates.",gates,steel,alias,general_but_sufficient,product_aliases;material,IS 12817: 1997;IS 3843: 1995;IS 363: 1993;IS 10090: 1982,generated_from_metadata,
fcq_is_10701_1983_01,plywood standard,IS 10701: 1983,"STRUCTURAL PLYWOOD 1. Scope – Requirements of plywood for structural purposes, such as stressed skin panels, plywood web beams, sheathing, silos, rail and ship containers.",board,plywood,product_only,specific,product_subtype,IS 4990: 1993;IS 852: 1994;IS 212: 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_10701_1983_02,timber board,IS 10701: 1983,"STRUCTURAL PLYWOOD 1. Scope – Requirements of plywood for structural purposes, such as stressed skin panels, plywood web beams, sheathing, silos, rail and ship containers.",board,timber construction or composition,product_material,specific,canonical_product;material,IS 4990: 1993;IS 852: 1994;IS 212: 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_10701_1983_03,Supply board meeting Indian Standard requirements for timber,IS 10701: 1983,"STRUCTURAL PLYWOOD 1. Scope – Requirements of plywood for structural purposes, such as stressed skin panels, plywood web beams, sheathing, silos, rail and ship containers.",board,timber,tender_sentence,specific,canonical_product;material,IS 4990: 1993;IS 852: 1994;IS 212: 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_10701_1983_04,"Need the Indian Standard covering STRUCTURAL PLYWOOD 1. Scope – Requirements of plywood for structural purposes, such as stressed skin panels, plywood web beams, sheathing, silos, rail and ship containers.",IS 10701: 1983,"STRUCTURAL PLYWOOD 1. Scope – Requirements of plywood for structural purposes, such as stressed skin panels, plywood web beams, sheathing, silos, rail and ship containers.",board,"STRUCTURAL PLYWOOD 1. Scope – Requirements of plywood for structural purposes, such as stressed skin panels, plywood web beams, sheathing, silos, rail and ship containers.",natural_language,specific,title,IS 4990: 1993;IS 852: 1994;IS 212: 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_10701_1983_05,bamboo mat board for timber,IS 10701: 1983,"STRUCTURAL PLYWOOD 1. Scope – Requirements of plywood for structural purposes, such as stressed skin panels, plywood web beams, sheathing, silos, rail and ship containers.",bamboo mat board,timber,alias,general_but_sufficient,product_aliases;material,IS 4990: 1993;IS 852: 1994;IS 212: 1983;IS 3438: 1994,generated_from_metadata,
fcq_is_10701_1983_06,boards for timber,IS 10701: 1983,"STRUCTURAL PLYWOOD 1. Scope – Requirements of plywood for structural purposes, such as stressed skin panels, plywood web beams, sheathing, silos, rail and ship containers.",boards,timber,alias,general_but_sufficient,product_aliases;material,IS 4990: 1993;IS 852: 1994;IS 212: 1983;IS 3438: 1994,generated_from_metadata,
